HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.type,Input.emotion,Input.emoji_1,Input.emoji_2,Answer.choice,Approve,Reject
3L4YG5VW9NHAJ8T08HVMZEOA3YVDD0,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,37TRT2X24RHXTHT2UJVTW6RB8WRJBA,A3GQRD3530XFM3,Submitted,Thu Nov 22 09:22:13 PST 2018,Thu Nov 22 09:22:28 PST 2018,Tue Nov 27 09:22:28 PST 2018,,,,15,100% (58/58),100% (58/58),100% (58/58),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,optionB,,
3L4YG5VW9NHAJ8T08HVMZEOA3YVDD0,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,3BDCF01OGYKZ1FAD7WLQKW24XUELYT,A2SBISQJE2ZPJQ,Submitted,Thu Nov 22 09:22:26 PST 2018,Thu Nov 22 09:23:17 PST 2018,Tue Nov 27 09:23:17 PST 2018,,,,51,100% (99/99),100% (99/99),100% (99/99),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,optionB,,
3L4YG5VW9NHAJ8T08HVMZEOA3YVDD0,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,3EICBYG645MG3ML88JRO7QXTQHRCJA,A7114FTRGZMK2,Submitted,Thu Nov 22 09:22:39 PST 2018,Thu Nov 22 09:23:33 PST 2018,Tue Nov 27 09:23:33 PST 2018,,,,54,100% (96/96),100% (96/96),100% (96/96),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,optionB,,
3L4YG5VW9NHAJ8T08HVMZEOA3YVDD0,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,3ERMJ6L4DZI0SDWXKZW57WXWT0VM7V,AMVBZXM810ZMA,Submitted,Thu Nov 22 09:22:47 PST 2018,Thu Nov 22 09:23:28 PST 2018,Tue Nov 27 09:23:28 PST 2018,,,,41,100% (60/60),100% (60/60),100% (60/60),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,optionB,,
3L4YG5VW9NHAJ8T08HVMZEOA3YVDD0,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,3H7XDTSHKDHFQI1CH46MM7CGQ5SGWJ,A2OAZPREKF6PQR,Submitted,Thu Nov 22 09:22:28 PST 2018,Thu Nov 22 09:22:51 PST 2018,Tue Nov 27 09:22:51 PST 2018,,,,23,100% (185/185),100% (185/185),100% (185/185),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,optionB,,
3L4YG5VW9NHAJ8T08HVMZEOA3YVDD0,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,3M68NM076IX8LTVK6XNUNHRA4CA6R4,A1DCGB72N1UIPT,Submitted,Thu Nov 22 09:22:41 PST 2018,Thu Nov 22 09:23:22 PST 2018,Tue Nov 27 09:23:22 PST 2018,,,,41,100% (60/60),100% (60/60),100% (60/60),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,optionB,,
3L4YG5VW9NHAJ8T08HVMZEOA3YVDD0,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,3NS0A6KXC5YJKD6HSRQTLB6Y77WGZ9,A20VJWCDIBKTZI,Submitted,Thu Nov 22 09:22:40 PST 2018,Thu Nov 22 09:22:50 PST 2018,Tue Nov 27 09:22:50 PST 2018,,,,10,100% (55/55),100% (55/55),100% (55/55),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,optionB,,
3L4YG5VW9NHAJ8T08HVMZEOA3YVDD0,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,3TYCR1GOTD9Z65KI3IN9Y3B63OILZK,A2SKH7WZUEDGGI,Submitted,Thu Nov 22 09:22:27 PST 2018,Thu Nov 22 09:23:07 PST 2018,Tue Nov 27 09:23:07 PST 2018,,,,40,100% (75/75),100% (75/75),100% (75/75),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,optionB,,
3L4YG5VW9NHAJ8T08HVMZEOA3YVDD0,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,3X73LLYYQ2433KN999XHBOBQCT1HNS,AKSJ3C5O3V9RB,Submitted,Thu Nov 22 09:23:49 PST 2018,Thu Nov 22 09:24:26 PST 2018,Tue Nov 27 09:24:26 PST 2018,,,,37,100% (112/112),100% (112/112),100% (112/112),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,optionB,,
37M4O367VJ7IJPKK64C6KSNCZVP5M2,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,31HQ4X3T3T025TY48QT12AE3G9ILSF,A2SBISQJE2ZPJQ,Submitted,Thu Nov 22 09:22:19 PST 2018,Thu Nov 22 09:22:52 PST 2018,Tue Nov 27 09:22:52 PST 2018,,,,33,100% (99/99),100% (99/99),100% (99/99),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,optionB,,
37M4O367VJ7IJPKK64C6KSNCZVP5M2,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,31LVTDXBL80Q4EYRT1TWC097U7ZLRR,A2OAZPREKF6PQR,Submitted,Thu Nov 22 09:22:16 PST 2018,Thu Nov 22 09:22:30 PST 2018,Tue Nov 27 09:22:30 PST 2018,,,,14,100% (185/185),100% (185/185),100% (185/185),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,optionA,,
37M4O367VJ7IJPKK64C6KSNCZVP5M2,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,35USIKEBNS6N6V3SDQ6DEXM03FL6NG,A2SKH7WZUEDGGI,Submitted,Thu Nov 22 09:22:24 PST 2018,Thu Nov 22 09:22:51 PST 2018,Tue Nov 27 09:22:51 PST 2018,,,,27,100% (75/75),100% (75/75),100% (75/75),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,optionA,,
37M4O367VJ7IJPKK64C6KSNCZVP5M2,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,3GM6G9ZBKONNQBT4X2Z6CSPEIXMTME,A20VJWCDIBKTZI,Submitted,Thu Nov 22 09:23:41 PST 2018,Thu Nov 22 09:23:49 PST 2018,Tue Nov 27 09:23:49 PST 2018,,,,8,100% (55/55),100% (55/55),100% (55/55),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,optionA,,
37M4O367VJ7IJPKK64C6KSNCZVP5M2,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,3IXEICO7939L188CAMSPNWSSSX76TH,AMVBZXM810ZMA,Submitted,Thu Nov 22 09:22:44 PST 2018,Thu Nov 22 09:23:20 PST 2018,Tue Nov 27 09:23:20 PST 2018,,,,36,100% (60/60),100% (60/60),100% (60/60),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,optionB,,
37M4O367VJ7IJPKK64C6KSNCZVP5M2,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,3OHYZ19UGDV6BIF74IN29RORP8GOA3,A194R45ACMQEOR,Submitted,Thu Nov 22 09:23:05 PST 2018,Thu Nov 22 09:23:14 PST 2018,Tue Nov 27 09:23:14 PST 2018,,,,9,100% (139/139),100% (139/139),100% (139/139),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,optionA,,
37M4O367VJ7IJPKK64C6KSNCZVP5M2,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,3TUI152ZZCDD26FNNCMDNVQO0FS1Q0,AYSG3J2U3UF1Y,Submitted,Thu Nov 22 09:22:14 PST 2018,Thu Nov 22 09:22:52 PST 2018,Tue Nov 27 09:22:52 PST 2018,,,,38,0% (0/0),0% (0/0),0% (0/0),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,optionB,,
37M4O367VJ7IJPKK64C6KSNCZVP5M2,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,3VAR3R6G1QRSSUMS7K3OD0IWZKGO8Z,A1DCGB72N1UIPT,Submitted,Thu Nov 22 09:22:46 PST 2018,Thu Nov 22 09:23:33 PST 2018,Tue Nov 27 09:23:33 PST 2018,,,,47,100% (60/60),100% (60/60),100% (60/60),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,optionB,,
37M4O367VJ7IJPKK64C6KSNCZVP5M2,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,3VP0C6EFSHMHODIS1PRD1IX0YPB6MG,A3GQRD3530XFM3,Submitted,Thu Nov 22 09:22:21 PST 2018,Thu Nov 22 09:22:51 PST 2018,Tue Nov 27 09:22:51 PST 2018,,,,30,100% (58/58),100% (58/58),100% (58/58),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,optionB,,
37M4O367VJ7IJPKK64C6KSNCZVP5M2,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,3YJ6NA41JC6ZXBUCDODURQW0P06JPV,A7114FTRGZMK2,Submitted,Thu Nov 22 09:22:44 PST 2018,Thu Nov 22 09:23:29 PST 2018,Tue Nov 27 09:23:29 PST 2018,,,,45,100% (96/96),100% (96/96),100% (96/96),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,optionA,,
3IHWR4LC7D2FAODVJNLH4JQMKC6I81,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,30BUDKLTXELNTLQ1F8TPW4ERTS9E5J,A2SBISQJE2ZPJQ,Submitted,Thu Nov 22 09:22:23 PST 2018,Thu Nov 22 09:23:09 PST 2018,Tue Nov 27 09:23:09 PST 2018,,,,46,100% (99/99),100% (99/99),100% (99/99),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionA,,
3IHWR4LC7D2FAODVJNLH4JQMKC6I81,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,373ERPL3YPYENR6W2AVNYRJOOKLTR2,AKSJ3C5O3V9RB,Submitted,Thu Nov 22 09:23:53 PST 2018,Thu Nov 22 09:26:29 PST 2018,Tue Nov 27 09:26:29 PST 2018,,,,156,100% (112/112),100% (112/112),100% (112/112),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionB,,
3IHWR4LC7D2FAODVJNLH4JQMKC6I81,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,374TNBHA8CLASCQQZ1TM1I1Y701QYN,A2OAZPREKF6PQR,Submitted,Thu Nov 22 09:22:32 PST 2018,Thu Nov 22 09:22:56 PST 2018,Tue Nov 27 09:22:56 PST 2018,,,,24,100% (185/185),100% (185/185),100% (185/185),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionB,,
3IHWR4LC7D2FAODVJNLH4JQMKC6I81,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,388U7OUMF8RD7I95487DEGHJR9OR0O,AMVBZXM810ZMA,Submitted,Thu Nov 22 09:22:46 PST 2018,Thu Nov 22 09:23:23 PST 2018,Tue Nov 27 09:23:23 PST 2018,,,,37,100% (60/60),100% (60/60),100% (60/60),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionB,,
3IHWR4LC7D2FAODVJNLH4JQMKC6I81,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,3NGI5ARFTUVS2UE8NZ7ONQ0EVJ61P9,A7114FTRGZMK2,Submitted,Thu Nov 22 09:22:14 PST 2018,Thu Nov 22 09:22:41 PST 2018,Tue Nov 27 09:22:41 PST 2018,,,,27,100% (96/96),100% (96/96),100% (96/96),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionB,,
3IHWR4LC7D2FAODVJNLH4JQMKC6I81,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,3NPFYT4IZDUUFI62R928OQQNZ7YGXC,A2SKH7WZUEDGGI,Submitted,Thu Nov 22 09:22:30 PST 2018,Thu Nov 22 09:23:14 PST 2018,Tue Nov 27 09:23:14 PST 2018,,,,44,100% (75/75),100% (75/75),100% (75/75),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionA,,
3IHWR4LC7D2FAODVJNLH4JQMKC6I81,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,3PDJHANYK66VWZHHASB09DP4H3CH6I,A194R45ACMQEOR,Submitted,Thu Nov 22 09:22:52 PST 2018,Thu Nov 22 09:23:04 PST 2018,Tue Nov 27 09:23:04 PST 2018,,,,12,100% (139/139),100% (139/139),100% (139/139),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionA,,
3IHWR4LC7D2FAODVJNLH4JQMKC6I81,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,3TR2532VIQKRN5C7YSELLQ5JUVG6JC,A3GQRD3530XFM3,Submitted,Thu Nov 22 09:22:15 PST 2018,Thu Nov 22 09:22:33 PST 2018,Tue Nov 27 09:22:33 PST 2018,,,,18,100% (58/58),100% (58/58),100% (58/58),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionA,,
3IHWR4LC7D2FAODVJNLH4JQMKC6I81,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,3YT88D1N09ON16V7XBGZF2TCZTEK3J,A20VJWCDIBKTZI,Submitted,Thu Nov 22 09:23:13 PST 2018,Thu Nov 22 09:23:33 PST 2018,Tue Nov 27 09:23:33 PST 2018,,,,20,100% (55/55),100% (55/55),100% (55/55),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionB,,
3IHWR4LC7D2FAODVJNLH4JQMKC6I81,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,3ZPPDN2SLWM6U8SDIY668KJTFOSE9A,A1DCGB72N1UIPT,Submitted,Thu Nov 22 09:22:33 PST 2018,Thu Nov 22 09:23:18 PST 2018,Tue Nov 27 09:23:18 PST 2018,,,,45,100% (60/60),100% (60/60),100% (60/60),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/angry.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_horns.png,optionB,,
3GVPRXWRPHJBAA8C9ITBQJUR9S0I7E,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,31JLPPHS2VK6RXGMV38SMJALJYOO37,A3GQRD3530XFM3,Submitted,Thu Nov 22 09:22:19 PST 2018,Thu Nov 22 09:22:44 PST 2018,Tue Nov 27 09:22:44 PST 2018,,,,25,100% (58/58),100% (58/58),100% (58/58),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,optionA,,
3GVPRXWRPHJBAA8C9ITBQJUR9S0I7E,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,33ISQZVXPQCTV8F2YRA2KMKY0XICCW,A2OAZPREKF6PQR,Submitted,Thu Nov 22 09:22:20 PST 2018,Thu Nov 22 09:22:38 PST 2018,Tue Nov 27 09:22:38 PST 2018,,,,18,100% (185/185),100% (185/185),100% (185/185),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,optionA,,
3GVPRXWRPHJBAA8C9ITBQJUR9S0I7E,38WHRO3LM6W8KGPOVX88I5G3CU062I,Judge emotion of emojis,This survey will ask you to make judgements about the emotions expressed by a pair of emojis. Read the question carefully!,"image, comparison, choose, abtest, emoji",$0.03,Thu Nov 22 09:22:09 PST 2018,10,BatchId:3446095;OriginalHitTemplateId:926158629;,240,432000,Thu Nov 29 09:22:09 PST 2018,,,36DSNE9QZ6OHCBIBYO0F2QRAFVAJOE,A7114FTRGZMK2,Submitted,Thu Nov 22 09:22:38 PST 2018,Thu Nov 22 09:23:18 PST 2018,Tue Nov 27 09:23:18 PST 2018,,,,40,100% (96/96),100% (96/96),100% (96/96),more,angry,https://s3.us-east-2.amazonaws.com/iw-emojis/pouting.png,https://s3.us-east-2.amazonaws.com/iw-emojis/angry_steam.png,optionA,,
